product_name,description,base_price,category,product_sku,variant_color,variant_storage,price_modifier,variant_sku,quantity,low_stock_threshold
Sony Networking Device 9,Sony Networking Device 9 high-quality modern networking device with advanced features.,714.83,Networking Devices,SKU-0170,Red,512GB,10,SKU-0170-RED-512,29,20
Oppo Networking Device 43,Oppo Networking Device 43 high-quality modern networking device with advanced features.,1021.58,Networking Devices,SKU-0171,Green,256GB,25,SKU-0171-GRE-256,20,12
Sony Monitor 31,Sony Monitor 31 high-quality modern monitor with advanced features.,1368.52,Monitors,SKU-0172,Silver,1TB,25,SKU-0172-SIL-1TB,88,20
HP Networking Device 6,HP Networking Device 6 high-quality modern networking device with advanced features.,1334.49,Networking Devices,SKU-0173,Blue,32GB,25,SKU-0173-BLU-32,13,5
Samsung Monitor 31,Samsung Monitor 31 high-quality modern monitor with advanced features.,441.91,Monitors,SKU-0174,Blue,32GB,0,SKU-0174-BLU-32,54,12
Asus Gaming Console 24,Asus Gaming Console 24 high-quality modern gaming console with advanced features.,397.14,Gaming Consoles,SKU-0175,White,64GB,5,SKU-0175-WHI-64,50,10
Apple Smartwatche 31,Apple Smartwatche 31 high-quality modern smartwatche with advanced features.,214.58,Smartwatches,SKU-0176,Green,256GB,15,SKU-0176-GRE-256,49,16
Oppo Tablet 28,Oppo Tablet 28 high-quality modern tablet with advanced features.,191.91,Tablets,SKU-0177,Green,512GB,20,SKU-0177-GRE-512,89,20
HP Headphone 47,HP Headphone 47 high-quality modern headphone with advanced features.,842.15,Headphones,SKU-0178,White,512GB,5,SKU-0178-WHI-512,29,12
Vivo Gaming Console 7,Vivo Gaming Console 7 high-quality modern gaming console with advanced features.,1198.27,Gaming Consoles,SKU-0179,Gold,32GB,5,SKU-0179-GOL-32,63,10
Samsung Headphone 14,Samsung Headphone 14 high-quality modern headphone with advanced features.,1048.16,Headphones,SKU-0180,Green,32GB,10,SKU-0180-GRE-32,89,18
Xiaomi Networking Device 50,Xiaomi Networking Device 50 high-quality modern networking device with advanced features.,1313.25,Networking Devices,SKU-0181,White,1TB,5,SKU-0181-WHI-1TB,67,10
Samsung Home Appliance 28,Samsung Home Appliance 28 high-quality modern home appliance with advanced features.,1781.35,Home Appliances,SKU-0182,Black,128GB,15,SKU-0182-BLA-128,82,8
Apple Monitor 5,Apple Monitor 5 high-quality modern monitor with advanced features.,638.49,Monitors,SKU-0183,Silver,64GB,0,SKU-0183-SIL-64,42,18
Sony Gaming Console 9,Sony Gaming Console 9 high-quality modern gaming console with advanced features.,956.75,Gaming Consoles,SKU-0184,Blue,256GB,15,SKU-0184-BLU-256,10,15
Canon Gaming Console 36,Canon Gaming Console 36 high-quality modern gaming console with advanced features.,1810.69,Gaming Consoles,SKU-0185,Black,64GB,15,SKU-0185-BLA-64,98,9
LG Gaming Console 39,LG Gaming Console 39 high-quality modern gaming console with advanced features.,829.97,Gaming Consoles,SKU-0186,Green,1TB,15,SKU-0186-GRE-1TB,71,20
Sony Laptop 6,Sony Laptop 6 high-quality modern laptop with advanced features.,281.47,Laptops,SKU-0187,Gold,256GB,15,SKU-0187-GOL-256,58,14
Samsung Monitor 14,Samsung Monitor 14 high-quality modern monitor with advanced features.,1706.99,Monitors,SKU-0188,Blue,32GB,20,SKU-0188-BLU-32,58,5
Asus Camera 26,Asus Camera 26 high-quality modern camera with advanced features.,1872.28,Cameras,SKU-0189,Red,64GB,25,SKU-0189-RED-64,64,20
Asus Laptop 49,Asus Laptop 49 high-quality modern laptop with advanced features.,687.31,Laptops,SKU-0190,Red,256GB,5,SKU-0190-RED-256,94,8
Xiaomi Networking Device 11,Xiaomi Networking Device 11 high-quality modern networking device with advanced features.,168.07,Networking Devices,SKU-0191,Silver,256GB,0,SKU-0191-SIL-256,31,14
Canon Tablet 2,Canon Tablet 2 high-quality modern tablet with advanced features.,1375.31,Tablets,SKU-0192,Blue,512GB,10,SKU-0192-BLU-512,49,19
HP Headphone 13,HP Headphone 13 high-quality modern headphone with advanced features.,1989.39,Headphones,SKU-0193,Black,128GB,10,SKU-0193-BLA-128,61,11
Canon Networking Device 1,Canon Networking Device 1 high-quality modern networking device with advanced features.,1590.67,Networking Devices,SKU-0194,Green,32GB,15,SKU-0194-GRE-32,21,7
Apple Laptop 12,Apple Laptop 12 high-quality modern laptop with advanced features.,491.32,Laptops,SKU-0195,Green,1TB,15,SKU-0195-GRE-1TB,42,11
Asus Headphone 21,Asus Headphone 21 high-quality modern headphone with advanced features.,629.8,Headphones,SKU-0196,Silver,1TB,15,SKU-0196-SIL-1TB,96,19
Canon Smartwatche 35,Canon Smartwatche 35 high-quality modern smartwatche with advanced features.,556.77,Smartwatches,SKU-0197,Green,512GB,10,SKU-0197-GRE-512,95,8
Xiaomi Smartwatche 41,Xiaomi Smartwatche 41 high-quality modern smartwatche with advanced features.,283.88,Smartwatches,SKU-0198,Silver,64GB,0,SKU-0198-SIL-64,43,19
Dell Home Appliance 1,Dell Home Appliance 1 high-quality modern home appliance with advanced features.,627.94,Home Appliances,SKU-0199,Silver,128GB,15,SKU-0199-SIL-128,66,18
Apple Laptop 3,Apple Laptop 3 high-quality modern laptop with advanced features.,205.52,Laptops,SKU-0200,Gold,512GB,20,SKU-0200-GOL-512,71,12
Asus Gaming Console 24,Asus Gaming Console 24 high-quality modern gaming console with advanced features.,566.79,Gaming Consoles,SKU-0201,Red,128GB,5,SKU-0201-RED-128,36,20
Vivo Tablet 46,Vivo Tablet 46 high-quality modern tablet with advanced features.,317.13,Tablets,SKU-0202,Blue,32GB,20,SKU-0202-BLU-32,44,5
Nikon Monitor 34,Nikon Monitor 34 high-quality modern monitor with advanced features.,1739.49,Monitors,SKU-0203,Black,64GB,5,SKU-0203-BLA-64,97,6
Sony Headphone 19,Sony Headphone 19 high-quality modern headphone with advanced features.,926.62,Headphones,SKU-0204,Black,1TB,10,SKU-0204-BLA-1TB,91,5
LG Camera 20,LG Camera 20 high-quality modern camera with advanced features.,825.19,Cameras,SKU-0205,Blue,256GB,15,SKU-0205-BLU-256,16,10
Canon Headphone 50,Canon Headphone 50 high-quality modern headphone with advanced features.,916.52,Headphones,SKU-0206,White,1TB,5,SKU-0206-WHI-1TB,46,13
Lenovo Smartphone 11,Lenovo Smartphone 11 high-quality modern smartphone with advanced features.,278.03,Smartphones,SKU-0207,Silver,32GB,5,SKU-0207-SIL-32,62,19
LG Smartphone 37,LG Smartphone 37 high-quality modern smartphone with advanced features.,1287.1,Smartphones,SKU-0208,White,512GB,25,SKU-0208-WHI-512,17,11
Lenovo Gaming Console 50,Lenovo Gaming Console 50 high-quality modern gaming console with advanced features.,1470.72,Gaming Consoles,SKU-0209,Black,32GB,15,SKU-0209-BLA-32,11,18
Samsung Monitor 4,Samsung Monitor 4 high-quality modern monitor with advanced features.,1514.29,Monitors,SKU-0210,Black,1TB,0,SKU-0210-BLA-1TB,98,8
Sony Smartphone 30,Sony Smartphone 30 high-quality modern smartphone with advanced features.,1011.13,Smartphones,SKU-0211,Gold,256GB,10,SKU-0211-GOL-256,40,18
Oppo Smartwatche 37,Oppo Smartwatche 37 high-quality modern smartwatche with advanced features.,362.08,Smartwatches,SKU-0212,Gold,256GB,5,SKU-0212-GOL-256,81,8
Samsung Gaming Console 48,Samsung Gaming Console 48 high-quality modern gaming console with advanced features.,768.46,Gaming Consoles,SKU-0213,Red,128GB,0,SKU-0213-RED-128,94,14
Lenovo Networking Device 45,Lenovo Networking Device 45 high-quality modern networking device with advanced features.,102.49,Networking Devices,SKU-0214,Black,1TB,15,SKU-0214-BLA-1TB,43,15
Canon Smartphone 3,Canon Smartphone 3 high-quality modern smartphone with advanced features.,561.98,Smartphones,SKU-0215,Green,32GB,0,SKU-0215-GRE-32,23,7
Sony Home Appliance 21,Sony Home Appliance 21 high-quality modern home appliance with advanced features.,1726.95,Home Appliances,SKU-0216,Gold,32GB,20,SKU-0216-GOL-32,5,17
Apple Networking Device 11,Apple Networking Device 11 high-quality modern networking device with advanced features.,134.81,Networking Devices,SKU-0217,Silver,32GB,0,SKU-0217-SIL-32,99,18
Xiaomi Headphone 27,Xiaomi Headphone 27 high-quality modern headphone with advanced features.,1523.4,Headphones,SKU-0218,Black,32GB,20,SKU-0218-BLA-32,18,17
Lenovo Gaming Console 19,Lenovo Gaming Console 19 high-quality modern gaming console with advanced features.,619.97,Gaming Consoles,SKU-0219,Red,128GB,10,SKU-0219-RED-128,45,9
HP Camera 35,HP Camera 35 high-quality modern camera with advanced features.,1818.4,Cameras,SKU-0220,Blue,256GB,25,SKU-0220-BLU-256,57,11
Lenovo Networking Device 19,Lenovo Networking Device 19 high-quality modern networking device with advanced features.,1619.73,Networking Devices,SKU-0221,Black,1TB,20,SKU-0221-BLA-1TB,100,13
Lenovo Smartphone 1,Lenovo Smartphone 1 high-quality modern smartphone with advanced features.,1032.67,Smartphones,SKU-0222,Red,128GB,0,SKU-0222-RED-128,16,5
HP Smartwatche 32,HP Smartwatche 32 high-quality modern smartwatche with advanced features.,629.82,Smartwatches,SKU-0223,White,32GB,20,SKU-0223-WHI-32,92,8
Lenovo Headphone 40,Lenovo Headphone 40 high-quality modern headphone with advanced features.,930.68,Headphones,SKU-0224,Black,128GB,25,SKU-0224-BLA-128,27,7
Dell Camera 18,Dell Camera 18 high-quality modern camera with advanced features.,1791.08,Cameras,SKU-0225,Gold,256GB,25,SKU-0225-GOL-256,49,10
LG Gaming Console 28,LG Gaming Console 28 high-quality modern gaming console with advanced features.,1258.11,Gaming Consoles,SKU-0226,White,1TB,15,SKU-0226-WHI-1TB,9,15
Lenovo Smartwatche 49,Lenovo Smartwatche 49 high-quality modern smartwatche with advanced features.,1198.19,Smartwatches,SKU-0227,Black,256GB,5,SKU-0227-BLA-256,62,5
Canon Headphone 33,Canon Headphone 33 high-quality modern headphone with advanced features.,262.88,Headphones,SKU-0228,Red,128GB,5,SKU-0228-RED-128,57,11
Asus Laptop 25,Asus Laptop 25 high-quality modern laptop with advanced features.,161.42,Laptops,SKU-0229,White,1TB,20,SKU-0229-WHI-1TB,59,13
LG Networking Device 19,LG Networking Device 19 high-quality modern networking device with advanced features.,1398.15,Networking Devices,SKU-0230,White,1TB,10,SKU-0230-WHI-1TB,43,9
Samsung Gaming Console 31,Samsung Gaming Console 31 high-quality modern gaming console with advanced features.,293.61,Gaming Consoles,SKU-0231,Green,64GB,0,SKU-0231-GRE-64,59,9
Oppo Gaming Console 24,Oppo Gaming Console 24 high-quality modern gaming console with advanced features.,1944.22,Gaming Consoles,SKU-0232,Green,64GB,10,SKU-0232-GRE-64,98,12
Sony Networking Device 28,Sony Networking Device 28 high-quality modern networking device with advanced features.,1169.79,Networking Devices,SKU-0233,Green,128GB,5,SKU-0233-GRE-128,53,9
Canon Networking Device 36,Canon Networking Device 36 high-quality modern networking device with advanced features.,1353.5,Networking Devices,SKU-0234,Gold,512GB,10,SKU-0234-GOL-512,69,16
LG Home Appliance 47,LG Home Appliance 47 high-quality modern home appliance with advanced features.,117.19,Home Appliances,SKU-0235,Red,128GB,0,SKU-0235-RED-128,95,9
Lenovo Camera 34,Lenovo Camera 34 high-quality modern camera with advanced features.,515.96,Cameras,SKU-0236,Silver,1TB,20,SKU-0236-SIL-1TB,7,17
Apple Home Appliance 47,Apple Home Appliance 47 high-quality modern home appliance with advanced features.,278.47,Home Appliances,SKU-0237,Silver,64GB,5,SKU-0237-SIL-64,44,7
Canon Networking Device 19,Canon Networking Device 19 high-quality modern networking device with advanced features.,1798.22,Networking Devices,SKU-0238,Blue,128GB,15,SKU-0238-BLU-128,23,16
Apple Gaming Console 36,Apple Gaming Console 36 high-quality modern gaming console with advanced features.,783.13,Gaming Consoles,SKU-0239,Gold,32GB,5,SKU-0239-GOL-32,17,9
Sony Smartphone 32,Sony Smartphone 32 high-quality modern smartphone with advanced features.,1946.68,Smartphones,SKU-0240,Silver,1TB,15,SKU-0240-SIL-1TB,88,6
LG Networking Device 6,LG Networking Device 6 high-quality modern networking device with advanced features.,508.08,Networking Devices,SKU-0241,Gold,512GB,0,SKU-0241-GOL-512,74,13
LG Smartwatche 47,LG Smartwatche 47 high-quality modern smartwatche with advanced features.,170.95,Smartwatches,SKU-0242,Red,1TB,25,SKU-0242-RED-1TB,39,10
LG Tablet 42,LG Tablet 42 high-quality modern tablet with advanced features.,552.8,Tablets,SKU-0243,Red,128GB,10,SKU-0243-RED-128,74,16
Samsung Home Appliance 25,Samsung Home Appliance 25 high-quality modern home appliance with advanced features.,813.21,Home Appliances,SKU-0244,Green,512GB,0,SKU-0244-GRE-512,100,7
Xiaomi Home Appliance 30,Xiaomi Home Appliance 30 high-quality modern home appliance with advanced features.,111.57,Home Appliances,SKU-0245,Blue,32GB,10,SKU-0245-BLU-32,14,17
Lenovo Headphone 47,Lenovo Headphone 47 high-quality modern headphone with advanced features.,961.39,Headphones,SKU-0246,Gold,1TB,20,SKU-0246-GOL-1TB,31,19
Canon Home Appliance 49,Canon Home Appliance 49 high-quality modern home appliance with advanced features.,441.4,Home Appliances,SKU-0247,Blue,512GB,0,SKU-0247-BLU-512,29,20
Apple Home Appliance 44,Apple Home Appliance 44 high-quality modern home appliance with advanced features.,1256.07,Home Appliances,SKU-0248,Red,128GB,10,SKU-0248-RED-128,77,8
Apple Networking Device 16,Apple Networking Device 16 high-quality modern networking device with advanced features.,186.88,Networking Devices,SKU-0249,Red,1TB,20,SKU-0249-RED-1TB,72,7
Vivo Home Appliance 23,Vivo Home Appliance 23 high-quality modern home appliance with advanced features.,1278.88,Home Appliances,SKU-0250,Gold,512GB,5,SKU-0250-GOL-512,16,7
Oppo Home Appliance 38,Oppo Home Appliance 38 high-quality modern home appliance with advanced features.,1717.22,Home Appliances,SKU-0251,Red,512GB,0,SKU-0251-RED-512,14,14
Oppo Home Appliance 46,Oppo Home Appliance 46 high-quality modern home appliance with advanced features.,1111.15,Home Appliances,SKU-0252,Green,512GB,10,SKU-0252-GRE-512,35,10
Asus Headphone 46,Asus Headphone 46 high-quality modern headphone with advanced features.,926.14,Headphones,SKU-0253,White,32GB,0,SKU-0253-WHI-32,86,8
Xiaomi Headphone 22,Xiaomi Headphone 22 high-quality modern headphone with advanced features.,164.75,Headphones,SKU-0254,Red,1TB,25,SKU-0254-RED-1TB,84,7
Dell Laptop 12,Dell Laptop 12 high-quality modern laptop with advanced features.,1663.72,Laptops,SKU-0255,Black,512GB,0,SKU-0255-BLA-512,6,7
Xiaomi Networking Device 31,Xiaomi Networking Device 31 high-quality modern networking device with advanced features.,393.31,Networking Devices,SKU-0256,Blue,32GB,0,SKU-0256-BLU-32,71,10
Canon Tablet 33,Canon Tablet 33 high-quality modern tablet with advanced features.,528.33,Tablets,SKU-0257,Silver,256GB,0,SKU-0257-SIL-256,87,18
Dell Monitor 30,Dell Monitor 30 high-quality modern monitor with advanced features.,281.17,Monitors,SKU-0258,Blue,128GB,25,SKU-0258-BLU-128,50,7
Canon Home Appliance 18,Canon Home Appliance 18 high-quality modern home appliance with advanced features.,503.26,Home Appliances,SKU-0259,Red,512GB,10,SKU-0259-RED-512,32,14
HP Networking Device 10,HP Networking Device 10 high-quality modern networking device with advanced features.,475.55,Networking Devices,SKU-0260,Red,512GB,10,SKU-0260-RED-512,69,11
Xiaomi Laptop 27,Xiaomi Laptop 27 high-quality modern laptop with advanced features.,1655.05,Laptops,SKU-0261,Green,512GB,20,SKU-0261-GRE-512,71,6
Sony Headphone 49,Sony Headphone 49 high-quality modern headphone with advanced features.,1536.82,Headphones,SKU-0262,Red,512GB,5,SKU-0262-RED-512,82,5
Asus Smartwatche 7,Asus Smartwatche 7 high-quality modern smartwatche with advanced features.,1806.32,Smartwatches,SKU-0263,Black,64GB,15,SKU-0263-BLA-64,91,18
HP Camera 11,HP Camera 11 high-quality modern camera with advanced features.,837.05,Cameras,SKU-0264,Black,1TB,10,SKU-0264-BLA-1TB,21,6
Asus Gaming Console 15,Asus Gaming Console 15 high-quality modern gaming console with advanced features.,746.73,Gaming Consoles,SKU-0265,Green,32GB,5,SKU-0265-GRE-32,56,12
Sony Headphone 2,Sony Headphone 2 high-quality modern headphone with advanced features.,1173.58,Headphones,SKU-0266,White,1TB,5,SKU-0266-WHI-1TB,76,12
HP Laptop 45,HP Laptop 45 high-quality modern laptop with advanced features.,1324.64,Laptops,SKU-0267,White,256GB,15,SKU-0267-WHI-256,72,17
Asus Monitor 23,Asus Monitor 23 high-quality modern monitor with advanced features.,271.85,Monitors,SKU-0268,Black,1TB,15,SKU-0268-BLA-1TB,32,8
Sony Headphone 3,Sony Headphone 3 high-quality modern headphone with advanced features.,425.38,Headphones,SKU-0269,Gold,32GB,0,SKU-0269-GOL-32,36,12
Samsung Home Appliance 40,Samsung Home Appliance 40 high-quality modern home appliance with advanced features.,182.96,Home Appliances,SKU-0270,Green,256GB,20,SKU-0270-GRE-256,89,12
Apple Headphone 16,Apple Headphone 16 high-quality modern headphone with advanced features.,1411.78,Headphones,SKU-0271,White,256GB,0,SKU-0271-WHI-256,71,19
Oppo Networking Device 27,Oppo Networking Device 27 high-quality modern networking device with advanced features.,1206.35,Networking Devices,SKU-0272,Gold,64GB,20,SKU-0272-GOL-64,9,14
Lenovo Gaming Console 14,Lenovo Gaming Console 14 high-quality modern gaming console with advanced features.,367.77,Gaming Consoles,SKU-0273,Red,64GB,20,SKU-0273-RED-64,69,12
Samsung Home Appliance 25,Samsung Home Appliance 25 high-quality modern home appliance with advanced features.,1598.87,Home Appliances,SKU-0274,Red,512GB,10,SKU-0274-RED-512,16,5
Lenovo Gaming Console 45,Lenovo Gaming Console 45 high-quality modern gaming console with advanced features.,778.76,Gaming Consoles,SKU-0275,Blue,128GB,20,SKU-0275-BLU-128,13,20
Vivo Monitor 14,Vivo Monitor 14 high-quality modern monitor with advanced features.,539.71,Monitors,SKU-0276,Red,1TB,0,SKU-0276-RED-1TB,51,12
Canon Home Appliance 48,Canon Home Appliance 48 high-quality modern home appliance with advanced features.,1974.03,Home Appliances,SKU-0277,Red,512GB,5,SKU-0277-RED-512,55,11
Apple Monitor 10,Apple Monitor 10 high-quality modern monitor with advanced features.,1394.99,Monitors,SKU-0278,White,256GB,25,SKU-0278-WHI-256,63,11
Canon Smartphone 4,Canon Smartphone 4 high-quality modern smartphone with advanced features.,1911.76,Smartphones,SKU-0279,Gold,64GB,5,SKU-0279-GOL-64,41,14
Oppo Smartwatche 28,Oppo Smartwatche 28 high-quality modern smartwatche with advanced features.,1678.08,Smartwatches,SKU-0280,Green,512GB,5,SKU-0280-GRE-512,61,6
Canon Camera 33,Canon Camera 33 high-quality modern camera with advanced features.,1910.56,Cameras,SKU-0281,Green,32GB,15,SKU-0281-GRE-32,19,15
Lenovo Laptop 29,Lenovo Laptop 29 high-quality modern laptop with advanced features.,835,Laptops,SKU-0282,Silver,256GB,20,SKU-0282-SIL-256,80,17
Lenovo Camera 33,Lenovo Camera 33 high-quality modern camera with advanced features.,1949.66,Cameras,SKU-0283,Black,32GB,25,SKU-0283-BLA-32,45,16
Vivo Monitor 18,Vivo Monitor 18 high-quality modern monitor with advanced features.,327.85,Monitors,SKU-0284,Red,1TB,10,SKU-0284-RED-1TB,69,10
Dell Laptop 13,Dell Laptop 13 high-quality modern laptop with advanced features.,416.64,Laptops,SKU-0285,Silver,128GB,10,SKU-0285-SIL-128,8,6
Vivo Headphone 6,Vivo Headphone 6 high-quality modern headphone with advanced features.,659.44,Headphones,SKU-0286,Silver,512GB,0,SKU-0286-SIL-512,14,15
Samsung Smartphone 47,Samsung Smartphone 47 high-quality modern smartphone with advanced features.,518.72,Smartphones,SKU-0287,Black,128GB,25,SKU-0287-BLA-128,42,11
Apple Gaming Console 9,Apple Gaming Console 9 high-quality modern gaming console with advanced features.,1438.48,Gaming Consoles,SKU-0288,Gold,64GB,5,SKU-0288-GOL-64,92,19
Asus Laptop 37,Asus Laptop 37 high-quality modern laptop with advanced features.,673.58,Laptops,SKU-0289,Green,128GB,20,SKU-0289-GRE-128,93,13
Xiaomi Smartwatche 33,Xiaomi Smartwatche 33 high-quality modern smartwatche with advanced features.,1006.69,Smartwatches,SKU-0290,Black,512GB,0,SKU-0290-BLA-512,23,20
Dell Laptop 33,Dell Laptop 33 high-quality modern laptop with advanced features.,330.52,Laptops,SKU-0291,Silver,1TB,15,SKU-0291-SIL-1TB,90,15
Dell Smartwatche 49,Dell Smartwatche 49 high-quality modern smartwatche with advanced features.,240.61,Smartwatches,SKU-0292,Blue,32GB,25,SKU-0292-BLU-32,70,16
Xiaomi Networking Device 48,Xiaomi Networking Device 48 high-quality modern networking device with advanced features.,312.63,Networking Devices,SKU-0293,Blue,1TB,25,SKU-0293-BLU-1TB,68,19
Canon Laptop 29,Canon Laptop 29 high-quality modern laptop with advanced features.,1775.33,Laptops,SKU-0294,Black,1TB,15,SKU-0294-BLA-1TB,25,20
HP Smartphone 26,HP Smartphone 26 high-quality modern smartphone with advanced features.,606.95,Smartphones,SKU-0295,White,1TB,0,SKU-0295-WHI-1TB,58,17
Canon Smartwatche 47,Canon Smartwatche 47 high-quality modern smartwatche with advanced features.,1214.94,Smartwatches,SKU-0296,Gold,256GB,5,SKU-0296-GOL-256,33,18
Oppo Monitor 16,Oppo Monitor 16 high-quality modern monitor with advanced features.,1195.86,Monitors,SKU-0297,Black,128GB,10,SKU-0297-BLA-128,78,10
Oppo Tablet 11,Oppo Tablet 11 high-quality modern tablet with advanced features.,1683.92,Tablets,SKU-0298,Green,512GB,0,SKU-0298-GRE-512,72,17
Oppo Smartphone 36,Oppo Smartphone 36 high-quality modern smartphone with advanced features.,317.27,Smartphones,SKU-0299,Gold,128GB,10,SKU-0299-GOL-128,27,5
Oppo Monitor 50,Oppo Monitor 50 high-quality modern monitor with advanced features.,535.6,Monitors,SKU-0300,Red,128GB,10,SKU-0300-RED-128,13,5
Lenovo Tablet 49,Lenovo Tablet 49 high-quality modern tablet with advanced features.,680.51,Tablets,SKU-0301,White,128GB,15,SKU-0301-WHI-128,79,18
Vivo Laptop 46,Vivo Laptop 46 high-quality modern laptop with advanced features.,1636.39,Laptops,SKU-0302,Green,512GB,5,SKU-0302-GRE-512,33,17
Nikon Monitor 12,Nikon Monitor 12 high-quality modern monitor with advanced features.,686.68,Monitors,SKU-0303,Blue,1TB,15,SKU-0303-BLU-1TB,99,20
Samsung Gaming Console 32,Samsung Gaming Console 32 high-quality modern gaming console with advanced features.,1038.59,Gaming Consoles,SKU-0304,Black,32GB,0,SKU-0304-BLA-32,80,19
Vivo Gaming Console 18,Vivo Gaming Console 18 high-quality modern gaming console with advanced features.,1062.85,Gaming Consoles,SKU-0305,White,32GB,15,SKU-0305-WHI-32,62,9
Apple Gaming Console 20,Apple Gaming Console 20 high-quality modern gaming console with advanced features.,1393.08,Gaming Consoles,SKU-0306,Blue,1TB,25,SKU-0306-BLU-1TB,26,6
Asus Smartwatche 19,Asus Smartwatche 19 high-quality modern smartwatche with advanced features.,1859.36,Smartwatches,SKU-0307,Black,1TB,5,SKU-0307-BLA-1TB,43,8
Sony Camera 33,Sony Camera 33 high-quality modern camera with advanced features.,741.74,Cameras,SKU-0308,Green,128GB,15,SKU-0308-GRE-128,28,20
Samsung Networking Device 6,Samsung Networking Device 6 high-quality modern networking device with advanced features.,692.31,Networking Devices,SKU-0309,Gold,1TB,5,SKU-0309-GOL-1TB,18,19
Lenovo Gaming Console 7,Lenovo Gaming Console 7 high-quality modern gaming console with advanced features.,461.37,Gaming Consoles,SKU-0310,Blue,256GB,0,SKU-0310-BLU-256,57,20
Nikon Gaming Console 16,Nikon Gaming Console 16 high-quality modern gaming console with advanced features.,348.07,Gaming Consoles,SKU-0311,Silver,256GB,0,SKU-0311-SIL-256,11,8
Lenovo Smartwatche 23,Lenovo Smartwatche 23 high-quality modern smartwatche with advanced features.,187.87,Smartwatches,SKU-0312,Silver,512GB,20,SKU-0312-SIL-512,23,9
Nikon Laptop 8,Nikon Laptop 8 high-quality modern laptop with advanced features.,882.7,Laptops,SKU-0313,Blue,256GB,0,SKU-0313-BLU-256,90,19
LG Tablet 8,LG Tablet 8 high-quality modern tablet with advanced features.,751.98,Tablets,SKU-0314,Silver,256GB,5,SKU-0314-SIL-256,82,14
Canon Smartphone 48,Canon Smartphone 48 high-quality modern smartphone with advanced features.,765.87,Smartphones,SKU-0315,Silver,1TB,0,SKU-0315-SIL-1TB,56,19
Canon Camera 27,Canon Camera 27 high-quality modern camera with advanced features.,1418.1,Cameras,SKU-0316,Green,256GB,10,SKU-0316-GRE-256,62,13
Vivo Smartwatche 14,Vivo Smartwatche 14 high-quality modern smartwatche with advanced features.,1070.19,Smartwatches,SKU-0317,Silver,1TB,20,SKU-0317-SIL-1TB,52,6
HP Home Appliance 42,HP Home Appliance 42 high-quality modern home appliance with advanced features.,1924.15,Home Appliances,SKU-0318,White,32GB,15,SKU-0318-WHI-32,30,11
Apple Networking Device 34,Apple Networking Device 34 high-quality modern networking device with advanced features.,1363.87,Networking Devices,SKU-0319,Red,32GB,5,SKU-0319-RED-32,12,14
HP Laptop 41,HP Laptop 41 high-quality modern laptop with advanced features.,197.41,Laptops,SKU-0320,Green,64GB,0,SKU-0320-GRE-64,59,17
Lenovo Gaming Console 26,Lenovo Gaming Console 26 high-quality modern gaming console with advanced features.,490.01,Gaming Consoles,SKU-0321,Blue,64GB,15,SKU-0321-BLU-64,80,14
Samsung Home Appliance 20,Samsung Home Appliance 20 high-quality modern home appliance with advanced features.,427.73,Home Appliances,SKU-0322,White,512GB,25,SKU-0322-WHI-512,29,13
Sony Networking Device 22,Sony Networking Device 22 high-quality modern networking device with advanced features.,372.83,Networking Devices,SKU-0323,Silver,1TB,20,SKU-0323-SIL-1TB,79,14
LG Smartphone 3,LG Smartphone 3 high-quality modern smartphone with advanced features.,515.53,Smartphones,SKU-0324,Black,32GB,15,SKU-0324-BLA-32,48,5
Asus Gaming Console 9,Asus Gaming Console 9 high-quality modern gaming console with advanced features.,1956.09,Gaming Consoles,SKU-0325,Blue,32GB,15,SKU-0325-BLU-32,83,17
LG Home Appliance 29,LG Home Appliance 29 high-quality modern home appliance with advanced features.,1515.99,Home Appliances,SKU-0326,Silver,256GB,15,SKU-0326-SIL-256,98,15
Vivo Smartwatche 7,Vivo Smartwatche 7 high-quality modern smartwatche with advanced features.,1202.36,Smartwatches,SKU-0327,Blue,1TB,15,SKU-0327-BLU-1TB,36,7
Apple Monitor 25,Apple Monitor 25 high-quality modern monitor with advanced features.,1333.36,Monitors,SKU-0328,Green,64GB,5,SKU-0328-GRE-64,80,17
Canon Tablet 14,Canon Tablet 14 high-quality modern tablet with advanced features.,1147.36,Tablets,SKU-0329,Red,32GB,10,SKU-0329-RED-32,45,16
Apple Smartphone 41,Apple Smartphone 41 high-quality modern smartphone with advanced features.,1432.06,Smartphones,SKU-0330,Blue,32GB,25,SKU-0330-BLU-32,70,16
Canon Home Appliance 5,Canon Home Appliance 5 high-quality modern home appliance with advanced features.,359.88,Home Appliances,SKU-0331,Green,64GB,15,SKU-0331-GRE-64,35,9
Apple Smartphone 14,Apple Smartphone 14 high-quality modern smartphone with advanced features.,1052,Smartphones,SKU-0332,Red,1TB,10,SKU-0332-RED-1TB,48,15
Dell Networking Device 16,Dell Networking Device 16 high-quality modern networking device with advanced features.,1696.69,Networking Devices,SKU-0333,White,64GB,15,SKU-0333-WHI-64,51,16
Samsung Gaming Console 3,Samsung Gaming Console 3 high-quality modern gaming console with advanced features.,1645.99,Gaming Consoles,SKU-0334,Green,128GB,0,SKU-0334-GRE-128,43,10
Oppo Laptop 16,Oppo Laptop 16 high-quality modern laptop with advanced features.,1130.13,Laptops,SKU-0335,Black,128GB,5,SKU-0335-BLA-128,13,8
